substation,zone,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,delivered_mwh,curtailed_hours,binding_branch,n_sensitive_branches
Swansea West,swansea-north,PV,50,19.16,10662,55642,44980,2884,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,Wind,5,4.14,523,12642,12119,618,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,Wind,10,6.48,1638,25285,23647,1100,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,Wind,20,13.27,6708,50570,43862,2358,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,Wind,30,20.66,15668,75855,60187,3702,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,Wind,50,35.0,44243,126425,82182,6111,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,BESS,5,6.36,1284,20203,18919,895,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,BESS,10,10.22,4129,40406,36277,1704,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,BESS,20,20.99,16960,80812,63853,3954,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,BESS,30,32.09,38897,121219,82321,5799,SWAW3_#2T0->SWAW1_213,33
Swansea West,swansea-north,BESS,50,45.59,92115,202031,109916,7261,SWAW3_#2T0->SWAW1_213,33
TIMT,swansea-north,PV,5,0.0,0,5564,5564,0,None,30
TIMT,swansea-north,PV,10,0.0,0,11128,11128,0,None,30
TIMT,swansea-north,PV,20,0.0,0,22257,22257,0,None,30
TIMT,swansea-north,PV,30,0.0,0,33385,33385,0,None,30
TIMT,swansea-north,PV,50,0.46,256,55642,55386,191,GOWE1_113->GOWE3_#1T0,30
TIMT,swansea-north,Wind,5,0.0,0,12642,12642,0,None,30
TIMT,swansea-north,Wind,10,0.0,0,25285,25285,0,None,30
TIMT,swansea-north,Wind,20,0.0,0,50570,50570,0,None,30
TIMT,swansea-north,Wind,30,0.0,0,75855,75855,0,None,30
TIMT,swansea-north,Wind,50,0.99,1253,126425,125171,812,GOWE1_113->GOWE3_#1T0,30
TIMT,swansea-north,BESS,5,0.0,0,20203,20203,0,None,30
TIMT,swansea-north,BESS,10,0.0,0,40406,40406,0,None,30
TIMT,swansea-north,BESS,20,0.0,0,80812,80812,0,None,30
TIMT,swansea-north,BESS,30,0.0,0,121219,121219,0,None,30
TIMT,swansea-north,BESS,50,10.58,21383,202031,180649,4303,GOWE1_113->GOWE3_#1T0,30
TREG,swansea-north,PV,5,0.0,0,5564,5564,0,None,44
TREG,swansea-north,PV,10,0.0,0,11128,11128,0,None,44
TREG,swansea-north,PV,20,0.2,44,22257,22213,97,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,PV,30,7.33,2448,33385,30938,1200,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,PV,50,26.73,14873,55642,40769,2729,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,Wind,5,0.0,0,12642,12642,0,None,44
TREG,swansea-north,Wind,10,0.0,0,25285,25285,0,None,44
TREG,swansea-north,Wind,20,0.19,94,50570,50476,245,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,Wind,30,8.72,6614,75855,69241,3014,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,Wind,50,29.51,37305,126425,89119,6289,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,BESS,5,0.0,0,20203,20203,0,None,44
TREG,swansea-north,BESS,10,0.0,0,40406,40406,0,None,44
TREG,swansea-north,BESS,20,9.51,7688,80812,73125,4911,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,BESS,30,26.62,32273,121219,88946,4919,LDBF3_1L9->TREG3_2L3,44
TREG,swansea-north,BESS,50,40.32,81463,202031,120568,4919,LDBF3_1L9->TREG3_2L3,44
TREV,swansea-north,PV,5,0.0,0,5564,5564,0,None,31
TREV,swansea-north,PV,10,0.25,28,11128,11100,109,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,PV,20,18.29,4072,22257,18185,2229,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,PV,30,35.45,11834,33385,21552,3398,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,PV,50,54.89,30540,55642,25102,4601,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,Wind,5,0.0,0,12642,12642,0,None,31
TREV,swansea-north,Wind,10,0.66,167,25285,25118,538,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,Wind,20,20.8,10516,50570,40053,4965,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,Wind,30,37.83,28693,75855,47162,7352,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,Wind,50,56.93,71970,126425,54454,9834,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,BESS,5,0.0,0,20203,20203,0,None,31
TREV,swansea-north,BESS,10,10.25,4141,40406,36266,4788,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,BESS,20,35.54,28721,80812,52092,4919,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,BESS,30,44.23,53613,121219,67606,6490,TREV3_MAIN1->CARM3_2L5,31
TREV,swansea-north,BESS,50,62.83,126939,202031,75092,17568,TREV3_MAIN1->CARM3_2L5,31
TSKT,swansea-north,PV,5,0.19,11,5564,5553,71,SWAW3_#2T0->SWAW1_213,34
TSKT,swansea-north,PV,10,16.23,1806,11128,9323,2276,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,PV,20,46.31,10306,22257,11951,4242,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,PV,30,60.56,20217,33385,13168,5162,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,PV,50,74.12,41242,55642,14400,6180,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,Wind,5,5.75,727,12642,11916,1422,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,Wind,10,25.4,6424,25285,18861,5246,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,Wind,20,51.6,26096,50570,24473,8993,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,Wind,30,64.42,48863,75855,26992,10765,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,Wind,50,76.74,97019,126425,29406,12603,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,BESS,5,15.94,3220,20203,16983,4769,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,BESS,10,38.62,15604,40406,24802,5144,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,BESS,20,55.54,44880,80812,35932,15949,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,BESS,30,70.23,85132,121219,36087,17568,SWAW3_#3L5->TSKT3_MAIN1,34
TSKT,swansea-north,BESS,50,82.14,165945,202031,36087,17568,SWAW3_#3L5->TSKT3_MAIN1,34
TUMB,swansea-north,PV,5,0.0,0,5564,5564,0,None,21
TUMB,swansea-north,PV,10,1.25,140,11128,10989,349,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,PV,20,24.59,5472,22257,16785,2802,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,PV,30,42.18,14081,33385,19304,3967,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,PV,50,60.61,33726,55642,21916,5130,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,Wind,5,0.05,6,12642,12636,35,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,Wind,10,6.56,1660,25285,23625,2156,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,Wind,20,31.15,15754,50570,34816,6260,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,Wind,30,47.0,35651,75855,40204,8396,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,Wind,50,63.85,80716,126425,45708,10653,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,BESS,5,0.95,191,20203,20012,624,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,BESS,10,21.3,8606,40406,31800,4919,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,BESS,20,41.26,33342,80812,47470,5457,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,BESS,30,51.19,62054,121219,59164,11919,52L6039P9->TUMB3_2L5,21
TUMB,swansea-north,BESS,50,69.73,140877,202031,61154,17568,52L6039P9->TUMB3_2L5,21
TWYN,swansea-north,PV,5,0.0,0,5564,5564,0,None,27
TWYN,swansea-north,PV,10,0.0,0,11128,11128,0,None,27
TWYN,swansea-north,PV,20,0.0,0,22257,22257,0,None,27
TWYN,swansea-north,PV,30,0.0,0,33385,33385,0,None,27
TWYN,swansea-north,PV,50,0.0,0,55642,55642,0,None,27
TWYN,swansea-north,Wind,5,0.0,0,12642,12642,0,None,27
TWYN,swansea-north,Wind,10,0.0,0,25285,25285,0,None,27
TWYN,swansea-north,Wind,20,0.0,0,50570,50570,0,None,27
TWYN,swansea-north,Wind,30,0.0,0,75855,75855,0,None,27
TWYN,swansea-north,Wind,50,0.0,0,126425,126425,0,None,27
TWYN,swansea-north,BESS,5,0.0,0,20203,20203,0,None,27
TWYN,swansea-north,BESS,10,0.0,0,40406,40406,0,None,27
TWYN,swansea-north,BESS,20,0.0,0,80812,80812,0,None,27
TWYN,swansea-north,BESS,30,0.0,0,121219,121219,0,None,27
TWYN,swansea-north,BESS,50,0.0,0,202031,202031,0,None,27
Tir John,swansea-north,PV,5,0.0,0,5564,5564,0,None,13
Tir John,swansea-north,PV,10,0.0,0,11128,11128,0,None,13
Tir John,swansea-north,PV,20,0.0,0,22257,22257,0,None,13
Tir John,swansea-north,PV,30,0.0,0,33385,33385,0,None,13
Tir John,swansea-north,PV,50,0.0,0,55642,55642,0,None,13
Tir John,swansea-north,Wind,5,0.0,0,12642,12642,0,None,13
Tir John,swansea-north,Wind,10,0.0,0,25285,25285,0,None,13
Tir John,swansea-north,Wind,20,0.0,0,50570,50570,0,None,13
Tir John,swansea-north,Wind,30,0.0,0,75855,75855,0,None,13
Tir John,swansea-north,Wind,50,0.0,0,126425,126425,0,None,13
Tir John,swansea-north,BESS,5,0.0,0,20203,20203,0,None,13
Tir John,swansea-north,BESS,10,0.0,0,40406,40406,0,None,13
Tir John,swansea-north,BESS,20,0.0,0,80812,80812,0,None,13
Tir John,swansea-north,BESS,30,0.0,0,121219,121219,0,None,13
Tir John,swansea-north,BESS,50,0.0,0,202031,202031,0,None,13
Trostre,swansea-north,PV,5,0.0,0,5564,5564,0,None,12
Trostre,swansea-north,PV,10,0.0,0,11128,11128,0,None,12
Trostre,swansea-north,PV,20,0.0,0,22257,22257,0,None,12
Trostre,swansea-north,PV,30,0.0,0,33385,33385,0,None,12
Trostre,swansea-north,PV,50,0.0,0,55642,55642,0,None,12
Trostre,swansea-north,Wind,5,0.0,0,12642,12642,0,None,12
Trostre,swansea-north,Wind,10,0.0,0,25285,25285,0,None,12
Trostre,swansea-north,Wind,20,0.0,0,50570,50570,0,None,12
Trostre,swansea-north,Wind,30,0.0,0,75855,75855,0,None,12
Trostre,swansea-north,Wind,50,0.0,0,126425,126425,0,None,12
Trostre,swansea-north,BESS,5,0.0,0,20203,20203,0,None,12
Trostre,swansea-north,BESS,10,0.0,0,40406,40406,0,None,12
Trostre,swansea-north,BESS,20,0.0,0,80812,80812,0,None,12
Trostre,swansea-north,BESS,30,0.0,0,121219,121219,0,None,12
Trostre,swansea-north,BESS,50,0.0,0,202031,202031,0,None,12
WAUN,swansea-north,PV,5,88.35,4916,5564,648,6689,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,PV,10,90.53,10075,11128,1054,6973,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,PV,20,92.9,20676,22257,1581,7291,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,PV,30,94.18,31444,33385,1942,7491,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,PV,50,95.6,53195,55642,2447,7699,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,Wind,5,48.9,6182,12642,6460,8397,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,Wind,10,53.05,13415,25285,11870,9151,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,Wind,20,61.9,31304,50570,19266,10846,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,Wind,30,69.18,52473,75855,23382,11969,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,Wind,50,78.01,98618,126425,27807,13339,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,BESS,5,54.39,10988,20203,9215,9224,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,BESS,10,60.32,24373,40406,16034,10453,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,BESS,20,69.86,56454,80812,24359,11864,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,BESS,30,74.44,90237,121219,30981,12702,SWAN3_1L5->GARN3_2L5,18
WAUN,swansea-north,BESS,50,80.57,162776,202031,39255,16149,SWAN3_1L5->GARN3_2L5,18
WESX,swansea-north,PV,5,0.18,10,5564,5554,62,SWAW3_#2T0->SWAW1_213,35
WESX,swansea-north,PV,10,4.98,554,11128,10574,1041,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,PV,20,31.58,7029,22257,15228,3221,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,PV,30,48.01,16027,33385,17358,4252,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,PV,50,64.69,35996,55642,19646,5369,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,Wind,5,4.14,524,12642,12119,622,SWAW3_#2T0->SWAW1_213,35
WESX,swansea-north,Wind,10,12.77,3228,25285,22057,3186,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,Wind,20,38.25,19343,50570,31227,7166,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,Wind,30,53.18,40340,75855,35515,9254,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,Wind,50,68.55,86658,126425,39766,11407,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,BESS,5,6.4,1292,20203,18911,964,SWAW3_#2T0->SWAW1_213,35
WESX,swansea-north,BESS,10,28.81,11640,40406,28767,5135,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,BESS,20,45.37,36664,80812,44149,5567,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,BESS,30,57.53,69737,121219,51481,17534,UPLT31->WESX3_MAIN1,35
WESX,swansea-north,BESS,50,74.48,150465,202031,51566,17534,UPLT31->WESX3_MAIN1,35
WGWB,swansea-north,PV,5,38.04,2117,5564,3448,3000,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,PV,10,54.4,6054,11128,5074,4367,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,PV,20,70.72,15740,22257,6516,5619,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,PV,30,78.35,26158,33385,7228,6257,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,PV,50,85.66,47661,55642,7981,6980,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,Wind,5,28.47,3599,12642,9043,4806,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,Wind,10,47.12,11915,25285,13370,8309,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,Wind,20,67.08,33924,50570,16646,11424,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,Wind,30,76.22,57817,75855,18038,12721,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,Wind,50,84.67,107043,126425,19382,13980,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,BESS,5,35.82,7237,20203,12966,7887,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,BESS,10,56.6,22871,40406,17536,12030,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,BESS,20,71.85,58064,80812,22748,15601,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,BESS,30,80.82,97966,121219,23253,17568,WGWB3_1L3->58L1323P59M,49
WGWB,swansea-north,BESS,50,88.49,178778,202031,23253,17568,WGWB3_1L3->58L1323P59M,49
WHIT,swansea-north,PV,5,0.0,0,5564,5564,0,None,46
WHIT,swansea-north,PV,10,0.06,7,11128,11122,27,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,PV,20,14.88,3311,22257,18946,1937,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,PV,30,31.89,10645,33385,22740,3200,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,PV,50,52.05,28964,55642,26679,4448,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,Wind,5,0.0,0,12642,12642,0,None,46
WHIT,swansea-north,Wind,10,1.66,418,25285,24866,675,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,Wind,20,20.74,10487,50570,40083,4776,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,Wind,30,37.48,28427,75855,47428,7308,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,Wind,50,56.77,71777,126425,54647,9924,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,BESS,5,0.19,38,20203,20165,55,STCL3_#1H0->STCL5_1T0,46
WHIT,swansea-north,BESS,10,9.91,4003,40406,36403,4860,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,BESS,20,35.4,28605,80812,52207,4938,SPRI3->58L5296P162,46
WHIT,swansea-north,BESS,30,44.09,53449,121219,67770,5583,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WHIT,swansea-north,BESS,50,63.16,127596,202031,74435,17568,WHIT3_MAIN2A->WHIT3_MAIN2B,46
WSTC,swansea-north,PV,5,0.0,0,5564,5564,0,None,38
WSTC,swansea-north,PV,10,0.0,0,11128,11128,0,None,38
WSTC,swansea-north,PV,20,2.68,597,22257,21660,479,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,PV,30,12.49,4171,33385,29214,1492,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,PV,50,31.04,17273,55642,38369,2802,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,Wind,5,0.0,0,12642,12642,0,None,38
WSTC,swansea-north,Wind,10,0.0,0,25285,25285,0,None,38
WSTC,swansea-north,Wind,20,0.05,24,50570,50546,69,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,Wind,30,6.05,4589,75855,71265,2358,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,Wind,50,26.11,33010,126425,93414,5914,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,BESS,5,0.0,0,20203,20203,0,None,38
WSTC,swansea-north,BESS,10,0.0,0,40406,40406,0,None,38
WSTC,swansea-north,BESS,20,6.6,5336,80812,75477,4587,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,BESS,30,24.6,29816,121219,91403,4919,HNDR3T->ABEP3_2L3,38
WSTC,swansea-north,BESS,50,39.12,79031,202031,123000,5034,HNDR3T->ABEP3_2L3,38
YNST,swansea-north,PV,5,99.97,5562,5564,2,9301,VICR5_1T0->VICR31,26
YNST,swansea-north,PV,10,99.97,11125,11128,4,9302,VICR5_1T0->VICR31,26
YNST,swansea-north,PV,20,99.97,22250,22257,7,9304,VICR5_1T0->VICR31,26
YNST,swansea-north,PV,30,99.97,33376,33385,9,9305,VICR5_1T0->VICR31,26
YNST,swansea-north,PV,50,99.98,55628,55642,14,9306,VICR5_1T0->VICR31,26
YNST,swansea-north,Wind,5,99.14,12534,12642,109,16920,VICR5_1T0->VICR31,26
YNST,swansea-north,Wind,10,99.27,25099,25285,186,16942,VICR5_1T0->VICR31,26
YNST,swansea-north,Wind,20,99.45,50293,50570,277,16979,VICR5_1T0->VICR31,26
YNST,swansea-north,Wind,30,99.58,75534,75855,321,17000,VICR5_1T0->VICR31,26
YNST,swansea-north,Wind,50,99.71,126056,126425,368,17026,VICR5_1T0->VICR31,26
YNST,swansea-north,BESS,5,99.33,20068,20203,135,17411,VICR5_1T0->VICR31,26
YNST,swansea-north,BESS,10,99.43,40174,40406,232,17446,VICR5_1T0->VICR31,26
YNST,swansea-north,BESS,20,99.56,80457,80812,356,17494,VICR5_1T0->VICR31,26
YNST,swansea-north,BESS,30,99.65,120795,121219,424,17531,VICR5_1T0->VICR31,26
YNST,swansea-north,BESS,50,99.77,201570,202031,461,17565,VICR5_1T0->VICR31,26
YNYS,swansea-north,PV,5,0.4,22,5564,5542,20,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,PV,10,0.65,73,11128,11056,38,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,PV,20,1.59,355,22257,21902,129,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,PV,30,3.55,1185,33385,32200,321,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,PV,50,10.68,5944,55642,49699,1077,YNYS3_4L9->YNYS3_2L5,43
YNYS,swansea-north,Wind,5,0.08,10,12642,12633,10,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,Wind,10,0.1,26,25285,25259,18,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,Wind,20,0.15,74,50570,50496,31,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,Wind,30,0.24,185,75855,75670,67,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,Wind,50,2.3,2913,126425,123511,1462,YNYS3_4L9->YNYS3_2L5,43
YNYS,swansea-north,BESS,5,0.04,7,20203,20196,13,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,BESS,10,0.06,23,40406,40383,19,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,BESS,20,0.14,115,80812,80698,53,HIRW3_2L5->HNDR3T,43
YNYS,swansea-north,BESS,30,0.61,737,121219,120482,854,YNYS3_4L9->YNYS3_2L5,43
YNYS,swansea-north,BESS,50,21.03,42479,202031,159552,5002,YNYS3_4L9->YNYS3_2L5,43
YSTF,swansea-north,PV,5,14.79,823,5564,4741,1218,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,PV,10,25.4,2827,11128,8302,2104,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,PV,20,38.57,8584,22257,13673,3046,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,PV,30,47.81,15962,33385,17423,3863,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,PV,50,60.71,33783,55642,21859,4823,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,Wind,5,10.67,1349,12642,11294,1630,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,Wind,10,17.73,4482,25285,20803,2894,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,Wind,20,29.0,14665,50570,35905,4919,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,Wind,30,39.34,29844,75855,46011,7007,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,Wind,50,54.83,69322,126425,57103,9644,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,BESS,5,11.84,2392,20203,17811,2445,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,BESS,10,22.34,9026,40406,31380,4205,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,BESS,20,36.79,29728,80812,51084,8187,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,BESS,30,49.51,60013,121219,61206,10697,WGWB3_1L3->58L1323P59M,59
YSTF,swansea-north,BESS,50,62.75,126767,202031,75264,12617,WGWB3_1L3->58L1323P59M,59
Ystradgynlais,swansea-north,PV,5,0.0,0,5564,5564,0,None,35
Ystradgynlais,swansea-north,PV,10,0.0,0,11128,11128,0,None,35
Ystradgynlais,swansea-north,PV,20,0.0,0,22257,22257,0,None,35
Ystradgynlais,swansea-north,PV,30,0.0,0,33385,33385,0,None,35
Ystradgynlais,swansea-north,PV,50,0.0,0,55642,55642,0,None,35
Ystradgynlais,swansea-north,Wind,5,0.0,0,12642,12642,0,None,35
Ystradgynlais,swansea-north,Wind,10,0.0,0,25285,25285,0,None,35
Ystradgynlais,swansea-north,Wind,20,0.0,0,50570,50570,0,None,35
Ystradgynlais,swansea-north,Wind,30,0.0,0,75855,75855,0,None,35
Ystradgynlais,swansea-north,Wind,50,0.0,0,126425,126425,0,None,35
Ystradgynlais,swansea-north,BESS,5,0.0,0,20203,20203,0,None,35
Ystradgynlais,swansea-north,BESS,10,0.0,0,40406,40406,0,None,35
Ystradgynlais,swansea-north,BESS,20,0.0,0,80812,80812,0,None,35
Ystradgynlais,swansea-north,BESS,30,0.0,0,121219,121219,0,None,35
Ystradgynlais,swansea-north,BESS,50,0.0,0,202031,202031,0,None,35
ABTY,upper-boat,PV,5,83.02,4619,5564,945,7447,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,PV,10,89.1,9915,11128,1213,7881,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,PV,20,93.48,20806,22257,1451,8206,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,PV,30,95.27,31807,33385,1578,8371,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,PV,50,96.9,53919,55642,1724,8543,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,Wind,5,90.58,11451,12642,1191,11555,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,Wind,10,92.16,23302,25285,1983,12359,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,Wind,20,94.14,47607,50570,2963,13377,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,Wind,30,95.33,72310,75855,3544,13988,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,Wind,50,96.67,122213,126425,4212,14681,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,BESS,5,78.54,15867,20203,4336,13992,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,BESS,10,85.01,34351,40406,6056,15548,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,BESS,20,91.12,73637,80812,7176,17497,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,BESS,30,94.07,114032,121219,7187,17568,55L7017P54->ABTY3_2L5,33
ABTY,upper-boat,BESS,50,96.44,194845,202031,7187,17568,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,PV,5,71.59,3984,5564,1581,6570,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,PV,10,75.73,8427,11128,2701,6904,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,PV,20,82.05,18262,22257,3995,7377,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,PV,30,85.86,28665,33385,4720,7638,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,PV,50,90.02,50087,55642,5555,7945,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,Wind,5,89.02,11255,12642,1388,10750,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,Wind,10,89.5,22630,25285,2655,10986,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,Wind,20,90.4,45716,50570,4854,11453,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,Wind,30,91.21,69186,75855,6669,11885,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,Wind,50,92.49,116928,126425,9497,12526,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,BESS,5,66.63,13462,20203,6742,11515,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,BESS,10,70.95,28670,40406,11737,12440,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,BESS,20,77.5,62631,80812,18181,13782,55L7017P54->ABTY3_2L5,33
BARG,upper-boat,BESS,30,81.54,98842,121219,22377,14619,55L7017P54->ABTY3_2L5,33
