mrid,name,from_node,to_node,from_name,to_name,r_ohm,x_ohm,bch_s,length_km,kv,container
74eddc41-24cd-4698-8072-d681edac8694,33kV Line 50L7074P66-51L7074P65[sec]0,7ba59942-644e-4ac1-a75d-88f78589672a,80c96eb4-9220-4853-b082-661d101260ba,50L7074P66,51L7074P65,0.0215017,0.0397606,4.21948e-07,0.121,33.0,8abad473-1e13-462a-b8c1-fa06145d9afe
9124b5c2-049f-44a8-bbcb-6e069ab65f5b,33kV Line 51L7074P26-BRHI3_#1L5[sec]0,8d49197a-1c5b-4599-8ff7-5c16824a35d4,a44a21ff-6fc6-4bf3-a713-a49a70ce3766,51L7074P26,BRHI3_#1L5,0.61754,1.11216,5.67677e-05,3.763,33.0,bce24669-7217-4264-ae3d-fec6ea4159ae
d55fdf00-fb60-44e4-b2e5-f5b9b86a3860,33kV Line 51L7074P65-51L7074P26[sec]0,80c96eb4-9220-4853-b082-661d101260ba,8d49197a-1c5b-4599-8ff7-5c16824a35d4,51L7074P65,51L7074P26,0.978593,1.8096,1.92039e-05,5.507,33.0,caff6aae-80b5-4b35-9d01-7192f41c5d0b
e58aa150-7afe-4669-91fb-ea0b0c5071f1,33kV Line 51L7662P1-51L7674P76[sec]0,d2277a6f-cc97-4d74-b976-cdd1c121e4ff,e914d600-4b5f-4049-bc13-3ba08cac9c70,51L7662P1,51L7674P76,0.0589964,0.118889,1.06387e-06,0.332,33.0,a1b0cdba-cfb6-4ffe-841f-cd342bebad09
dbae084f-94c5-4b59-a27e-ee433d6caf6e,33kV Line 51L7674P81-51L7662P1[sec]0,506c43ad-3b05-4978-87c8-befca66a6e44,d2277a6f-cc97-4d74-b976-cdd1c121e4ff,51L7674P81,51L7662P1,0.0223575,0.0629311,4.97629e-07,0.165,33.0,b4f91007-9209-4a7a-afa5-51f8e1eb5fbb
bf8a25c7-1a46-4a0b-9d58-a9bdd0c96b7e,33kV Line 51L9233P1-51L9233P2[sec]0,326f3668-b97c-480f-b1a2-540c3c534eca,4dc25638-ff15-4021-94fa-8ad308a9724b,51L9233P1,51L9233P2,0.00266549,0.00492901,5.23075e-08,0.015,33.0,18e08049-3247-41b6-82b0-479551037a8c
1fe22604-4c21-48af-ad09-b73537541820,33kV Line 52L6001P11-BISH3_#2L5[sec]0,fb6117a7-8160-44ba-9c3f-0a85470393ed,8125d5f3-20cc-4a61-9aff-b16612881cac,52L6001P11,BISH3_#2L5,1.31403,2.42561,2.8704e-05,7.405,33.0,f09c74e2-1266-4156-aa16-b6dc8fa1d7be
2f62509d-d42a-4886-bdb5-647b25118526,33kV Line 52L6022P24-PWLL3_2L9[sec]0,3bb3ec78-cfe8-4ea8-a5a2-dc9997976b43,7bfc8a2f-86e1-4c2c-a463-18295ccece85,52L6022P24,PWLL3_2L9,0.456257,0.969079,7.32663e-06,2.481,33.0,ddbaf55e-1d44-447c-a965-ff5a94ab6ef3
ff90211a-d9f2-4aa6-935a-895370696478,33kV Line 52L6022P7-CYNH3T[sec]0,a659bc73-cef6-4a40-b0fc-38ceda0450c1,34aa93ae-46fe-4bf1-92d2-e7c49fc57c79,52L6022P7,CYNH3T,0.107263,0.153023,0.000109407,1.0508,33.0,ae173436-773f-4af6-9f86-e25f962c2eef
b29b300f-0b1b-4eb9-9011-fe2f930d9d73,33kV Line 52L6032P1A-PANF3_1L3[sec]0,6493255a-859a-41bf-9157-06502993cfae,e87025d9-3374-4f52-af2f-c6219e41fdf9,52L6032P1A,PANF3_1L3,0.630901,0.83523,6.47383e-05,2.591,33.0,07f438c5-781c-40eb-b562-ea732129167e
340a9c31-ecec-40b7-9798-0ff426dcfe43,33kV Line 52L6036P46-52L6036P33[sec]0,eb795eb0-b8a9-4805-8c94-ed9aba92f485,7976af71-88a6-4cda-ab8d-19cc1f4d8ad1,52L6036P46,52L6036P33,0.245323,0.481708,4.2747e-06,1.334,33.0,93d04b1e-49fb-4ab2-8eee-3fce202f357b
2b7861d3-5b6c-4acd-9d2e-fb0acccbcc63,33kV Line 52L6039P9-TUMB3_2L5[sec]0,17f76840-6ba8-46d4-8722-c49b077a23ef,5624cf1a-9086-4e7f-982c-85c61f714fc9,52L6039P9,TUMB3_2L5,0.878588,2.41513,6.70201e-05,6.687,33.0,7944990d-a396-4469-9e7c-73bcef5e8e00
dddbacad-1f84-4ea3-98b6-6b6721b50dc8,33kV Line 52L6044P36-ABNT3[sec]0,0559ec71-d83b-4f5e-bbc7-26decf59f712,9c954b5d-98c7-4ae8-86d8-5c0b2a15220d,52L6044P36,ABNT3,0.0429791,0.0974777,6.91842e-07,0.242,33.0,b35fa16d-7acd-43c4-95b4-38a8e8e06eb7
727457ef-34a8-429c-9fc6-a66b2ea59dfd,33kV Line 52L6045P73A-ABNT3[sec]0,07ec22fc-91cf-49e6-a47a-97f860282d3d,9c954b5d-98c7-4ae8-86d8-5c0b2a15220d,52L6045P73A,ABNT3,0.0262996,0.0529988,4.74255e-07,0.148,33.0,75ba2a80-b7f4-4bc0-ac80-6d3e74387933
63145263-acb8-47fe-bdc2-378d16cd95b0,33kV Line 52L6047P38A-ABNT3[sec]0,d8141c44-58ee-4593-904a-9c60f0dae217,9c954b5d-98c7-4ae8-86d8-5c0b2a15220d,52L6047P38A,ABNT3,0.0280766,0.0565799,5.06299e-07,0.158,33.0,c8fc407c-de5d-4e4f-841a-014267238c4d
c2aa5f01-ef2d-4c06-8746-7aa1cf470e7b,33kV Line 52L6053P10-52L6053P11[sec]0,53fa2dc5-cc89-4969-a852-80ec3e69cbfb,055fc25c-7423-4236-8372-d055d188774d,52L6053P10,52L6053P11,0.022068,0.0468721,3.54371e-07,0.12,33.0,39639a79-1a8b-4419-8716-6feb4ae418c8
f8e4b033-fbbc-4f88-8fc1-5ffa17423902,33kV Line 52L6061P35E-GLWI3T[sec]0,0ab11fe3-d903-443c-bb6c-56186fcd7cc0,3d45ee9b-9b3c-412b-b392-8e0d6dd4e45d,52L6061P35E,GLWI3T,0.325504,0.691363,5.22698e-06,1.77,33.0,27b64720-676d-48c4-b017-74eaa9546cce
98f4477b-2a97-40b6-ae71-ecbce3d06b71,33kV Line 52L6061P35W-LIME3T[sec]0,88d1f52f-1cda-4941-b37c-f61e0b00e1eb,c2340108-47ce-4877-b89e-9e369b838380,52L6061P35W,LIME3T,0.640495,1.23926,1.18868e-05,3.576,33.0,06abefb2-d0f7-474d-a045-589d31644eac
696019df-8d83-4fa8-b79e-4d1d7c4c60fe,33kV Line 52L6067P19-INCS3_MAIN2[sec]0,9b3920f8-e80a-4fd4-a331-78559772001f,4115b4f0-e476-400c-8f6f-245abc4b3409,52L6067P19,INCS3_MAIN2,0.010936,0.014952,1.24407e-07,0.04,33.0,22249f1b-2b41-4602-ac77-ac34cd2c6fec
56b7375f-94a7-4c5e-9c60-312df33f9767,33kV Line 52L6070P5-JERM3_MAIN1[sec]0,8455def2-8173-4899-bc08-2ef932e63a8f,c2ac2ad9-ce49-4565-ba33-bc7745977747,52L6070P5,JERM3_MAIN1,0.0218571,0.0440463,3.94144e-07,0.123,33.0,d9e06bfd-8b84-4a1c-b5ab-4985337863bb
0384b066-a3b9-495e-9687-b2f3bc29143d,33kV Line 52L7756P5A-JERM3_MAIN2[sec]0,16c4caa8-3968-4e1d-9793-74e257df8709,ba673a39-f31a-4ca1-b8d6-f13af5e2adbe,52L7756P5A,JERM3_MAIN2,0.0191099,0.0360815,3.6286e-07,0.1091,33.0,21634a13-9ffe-454d-9ccc-8ee816cbac84
e95367d3-681b-434a-b1b1-e2c306adc389,33kV Line 52L7800P1-KIDW3_#2L5[sec]0,382afe3e-8f36-4e40-9c59-45cb280d9f24,9026ebf5-20d2-4dc0-b598-2497f0689246,52L7800P1,KIDW3_#2L5,0.829147,1.52926,2.10185e-05,4.68,33.0,a4218357-4476-40fd-a7e8-0f1299427598
5e5970a7-97ec-4893-85b6-31c7cef60d08,33kV Line 53L7603P23-53L7603P4[sec]0,e6a977f7-fcb9-4d58-875c-8856d3467e6b,d3f1fa53-00cf-405a-b78e-7e5a0bc538af,53L7603P23,53L7603P4,0.112409,0.109483,6.88848e-05,0.757,33.0,e8f11784-c2b3-4fb0-8e0c-33b9e56bb6be
7e543512-e821-4e08-ae93-fef78a26533a,33kV Line 53L7603P39-BLRK3_2L9[sec]0,aed96c13-590c-4788-a97b-8b1563c824f0,115762bf-efb2-4d7d-884d-72d1756b54a0,53L7603P39,BLRK3_2L9,0.503603,0.68854,5.72894e-06,1.842,33.0,e7d064c6-1917-4db7-8a0f-37dd67be9704
55b44a9e-9e23-4aca-a636-56a48577859d,33kV Line 53L7603P53-53L7603P52[sec]0,abc3af4a-831c-4acc-aa2b-506f2d51c2ad,7e67e417-b500-475f-ad06-f1b1e7b94501,53L7603P53,53L7603P52,0.0213252,0.0291565,2.42593e-07,0.078,33.0,d21770ae-368c-49a4-8098-d2cefb689e40
07dd9a39-e47b-491c-9fc1-24d0ea7de92c,33kV Line 53L7603P53-RUNS3_3L9[sec]0,abc3af4a-831c-4acc-aa2b-506f2d51c2ad,2ff40028-6b35-4794-87d5-3203835d7a8e,53L7603P53,RUNS3_3L9,0.0185912,0.0254185,2.11492e-07,0.068,33.0,dd42cb8f-e9fc-4e62-864d-ca7eb6a4174c
12a08405-add0-4055-9d46-f5b75c578ccc,33kV Line 53L7603P65A-53L7603P53[sec]0,88600468-2f3d-4ef6-9121-3a86f4639d78,abc3af4a-831c-4acc-aa2b-506f2d51c2ad,53L7603P65A,53L7603P53,0.44114,0.619205,4.85565e-06,1.61,33.0,e6ea781b-1201-4951-bb94-8b65e6f0ce91
8f1fd320-f4c5-4e18-a135-999d2acac38a,33kV Line 53L7607P31-SUDB3_1L5[sec]0,64202fca-628e-4ad0-ac54-5223e2ab04f2,390d99bb-e5e9-408f-95df-74af55996c45,53L7607P31,SUDB3_1L5,1.19087,1.30053,2.6305e-05,4.344,33.0,d74ce428-0c3c-4612-afcd-72e9bc2d4d65
bdbe04dc-5272-4d00-95ed-ae51f6d1b155,66kV Line 53L8042P1-53SA15N[sec]0,4c507081-3441-4d18-90ec-4df4407faa36,21483e11-b495-4549-82df-cacc3d234846,53L8042P1,53SA15N,0.045491,0.0941057,8.36419e-07,0.256,66.0,a991805f-c8a7-4479-b457-dd4185dc1a9e
54c91b25-3a15-47c2-a9c3-024e738280bc,66kV Line 53L8042P1-PMIS6[sec]0,4c507081-3441-4d18-90ec-4df4407faa36,743397c1-8cd3-4c0b-9840-aa0b7aed9047,53L8042P1,PMIS6,0.621523,1.28627,2.86449e-05,3.914,66.0,68347bdb-65c4-4419-9681-d096c586d125
89627a01-49d7-4940-a194-7b5c62f77189,66kV Line 53L8045P49A-MONM6_1L5[sec]0,a4530e52-f58a-4e4e-b55b-a07cd08d0e03,5412d8cf-8e2b-46e4-ae75-802189a05ea7,53L8045P49A,MONM6_1L5,3.9045,5.61876,4.20817e-05,14.25,66.0,22873cd5-0e23-4bfd-89af-41e224dffccd
8c885c0d-cc85-4059-9b2d-248d80f836aa,66kV Line 53L8054P4C-LHSE6_1L3[sec]0,7f8ff915-76ed-4bcc-9d2c-a22efc52cbd8,45ba1a90-e249-4c3e-80ad-113ceb939d66,53L8054P4C,LHSE6_1L3,0.255722,0.386871,0.000265101,3.516,66.0,d3ac4ce5-2fbd-428e-85a4-5726bec07d7d
a314e1cc-f01c-4574-9f6a-ec0d894b54a3,66kV Line 53L8055P69-CRIT61[sec]0,19d76539-0de6-452b-82b3-271e64d0c979,b4719d60-859f-4746-ba65-e6314bed66f9,53L8055P69,CRIT61,0.0489967,0.101842,8.25829e-07,0.271,66.0,5411e9b6-04ce-489e-8c77-d7c81ab07e5a
571ecc2e-7b1d-42db-82d6-dc85d12ef11a,66kV Line 53L8062P161-CRIT62[sec]0,e7f353dd-0202-42a5-849d-007c6eacd8a2,75af856e-a78b-4f65-8db8-fed5021981d4,53L8062P161,CRIT62,0.058941,0.122511,9.93432e-07,0.326,66.0,edf8ac45-ea36-41b4-b899-3b128e908016
94266c4d-dbd9-45e2-aefd-c928299b2150,33kV Line 54L7024P30-ENER3T[sec]0,15a6c023-5af7-47fb-b712-112c400eceb7,6d7fb481-eaf2-497d-a85b-c4d8ebf0af2f,54L7024P30,ENER3T,0.119237,0.220491,2.33989e-06,0.671,33.0,06b1de65-7f7e-4310-bf95-c7e37b738196
bc139c1f-31a3-45c0-b5b7-be7e98d15ad7,33kV Line 54L7044P58-CWMC3T[sec]0,35a98b83-4f3f-4687-b1a0-499ced96482c,1d3ae40d-5fff-42c3-a0ee-96a0d004e1ee,54L7044P58,CWMC3T,0.0951209,0.267743,2.11718e-06,0.702,33.0,423305fc-7c73-4f2a-b28a-fceecd3e6523
9bd33448-eabe-4211-a0ef-6d946f1ff009,33kV Line 54L7044P76-CWMC3T[sec]0,272f5127-3cfc-4006-b5ee-73912ec9a386,1d3ae40d-5fff-42c3-a0ee-96a0d004e1ee,54L7044P76,CWMC3T,0.226757,0.553944,3.65345e-05,1.678,33.0,3b8b39af-ccef-4eee-82f6-c0061726fca1
2b4c3db5-6cdb-471e-9c42-c22b983f19f0,33kV Line 54L7044P97-GLAM3_2L9[sec]0,288ae7aa-13a9-43b2-ab27-e5f9c821f32c,4faffe19-d76d-459a-971f-d5e6fcc3ff07,54L7044P97,GLAM3_2L9,0.443005,0.892744,7.98863e-06,2.493,33.0,02d1dd56-e80a-4188-a396-52ced20c6903
f9e88556-26bb-493b-956c-8ae154553296,33kV Line 54L7044P97-TEWF3_1L5[sec]0,288ae7aa-13a9-43b2-ab27-e5f9c821f32c,7d58d675-33a5-40a0-b88f-8cb26a263bfc,54L7044P97,TEWF3_1L5,0.0844074,0.156085,1.65641e-06,0.475,33.0,cc9370a1-d660-4276-b234-dc4d0763bf15
cdfb68d1-7897-45c5-ae92-420fde07f2fe,33kV Line 54L7080P21A-WATT3_#2L5[sec]0,acea1bd0-9185-4be6-9e72-1c07d1e5d276,742a2f93-37da-400a-bcd5-421542ef7472,54L7080P21A,WATT3_#2L5,1.39445,2.71101,0.000162398,8.443,33.0,d110a5c7-5e9a-40b1-9de3-56060c091226
8955d726-11f0-4da1-9cff-a165f23a93ee,33kV Line 54L7111P94-LLFB3_1L9[sec]0,056db7e1-2481-4cf8-bdfd-35be332e79ac,f7ed5464-a774-40f7-951d-1dc9d5bda4a6,54L7111P94,LLFB3_1L9,0.530172,1.12702,9.87016e-06,3.112,33.0,49c224cd-f3d0-4c81-a4f3-a33cf9aa7e16
00acfdcb-e5b9-40ca-a1b3-aa7d0198230b,33kV Line 55L7017P54-ABTY3_2L5[sec]0,02b80a8b-db89-4822-b6e8-2626ad29bb3e,68486082-933b-4a6e-9b4b-6178d6a2501f,55L7017P54,ABTY3_2L5,1.03006,2.08113,3.33938e-05,5.832,33.0,ad0f91cf-7101-4c2a-9268-f55f7efb6633
c1a5643d-233d-41fd-bf33-74ded49154be,33kV Line 55L7018P38-NANW3_#6L5[sec]0,155b1c2b-1800-4928-9207-4d043ecb53a7,31e7b72a-728b-4798-a97c-a4bff2248bdc,55L7018P38,NANW3_#6L5,0.748851,1.89252,1.93756e-05,5.084,33.0,5afe31cf-c993-4a85-bec2-33a067e66096
8a91932d-02a5-452e-804a-e44fdedc1bf1,33kV Line 55L7018P38A-BARG3_#1L5[sec]0,0987bfab-7500-416d-bb83-9dc366414091,08e9b90d-55ab-49ab-90a5-1373aed3d70d,55L7018P38A,BARG3_#1L5,0.0209088,0.0225641,1.57025e-05,0.193,33.0,9845fbc8-e51c-4594-8641-580f47b3ec78
5bc051b2-a52e-4789-9f07-d1d4920005ec,33kV Line 55L7018P46-55L7018P45[sec]0,1d790b66-2819-4612-8e57-2803a7501fb6,07163416-a606-403c-9280-3e5d6d942597,55L7018P46,55L7018P45,0.0243448,0.0490598,4.39006e-07,0.137,33.0,b7655774-5a03-4354-b5e9-c8d54f7b8f7d
b7ed9d47-04b7-4733-94eb-ef70e3ae6a20,33kV Line 55L7018P47-55L7018P46[sec]0,d30a805c-ff87-4590-93c9-7faf5f18a8ec,1d790b66-2819-4612-8e57-2803a7501fb6,55L7018P47,55L7018P46,0.0241672,0.0487016,4.35802e-07,0.136,33.0,3c00af53-fb98-431a-a251-d923b550922e
d4d3c34d-74b9-4ab6-ac7f-25db5cc2c978,33kV Line 55L7018P58-DOWL3_4L9[sec]0,9f0f7d9c-0c34-4178-8336-cefd35340c85,88b5fe4f-1a44-412e-8c2f-566ec5bfd1ce,55L7018P58,DOWL3_4L9,0.232041,0.550273,4.62116e-06,1.487,33.0,e599d266-e33d-4b85-99a4-f4ea2172bc9d
65b8f097-4529-40e0-851b-b91939f59b2c,33kV Line 55L7018P59-CBGD3_7L9[sec]0,7ebe35c5-8701-48ef-877c-f7c6bd6d00de,1046cf01-f838-489f-97ee-2d714f013e2f,55L7018P59,CBGD3_7L9,0.0218571,0.0440463,3.94144e-07,0.123,33.0,3ea60882-0d16-4c1e-9b94-d5a7c26cda98
0d65a62c-a534-4b03-9a34-0bc7b17e5a16,33kV Line 55L7018P60-55L7018P59[sec]0,934393cd-d005-4a47-8ec8-9d0686b0e8cf,7ebe35c5-8701-48ef-877c-f7c6bd6d00de,55L7018P60,55L7018P59,0.023101,0.046553,4.16576e-07,0.13,33.0,6ac7ef0f-b5d3-476d-93f6-2f76f38a4d90
d48ce4f6-7230-439d-874f-6c14c73ed989,33kV Line 55L7043P59-ABDA3_1L5[sec]0,8c02b15f-bd01-4241-9aa8-ff2a03473389,3f5a0d9a-c4d1-4569-9588-ae0e1d3549d5,55L7043P59,ABDA3_1L5,1.82976,3.63411,2.75708e-05,9.319,33.0,ca7f174a-7f68-49d9-a8d4-cc9618119feb
984bbd62-c742-48a5-9e2a-7b091ce0fb55,33kV Line 55L7043P59-HIRW3_1L5[sec]0,8c02b15f-bd01-4241-9aa8-ff2a03473389,391e8b58-68ab-49e4-947d-8c7d4b0eee3b,55L7043P59,HIRW3_1L5,1.3225,1.89735,0.00016679,6.111,33.0,d9f355a8-c627-4b0c-9b7c-24e372d5e91a
a9d41c18-f0c8-495e-8ec6-ad859a2eb232,33kV Line 55L7506P38-MIDD3_#2L5[sec]0,da747e43-0d0e-43b1-9dc1-2bd490f9efcb,40b539bf-63fe-4d11-afd1-76b704afe409,55L7506P38,MIDD3_#2L5,0.291634,0.569591,7.62167e-06,1.6,33.0,6edf88ee-553d-409d-bca6-ab033d0c2641
6e26d5c3-94a3-4a7b-ad48-adbb3a7aa4cb,33kV Line 55L7506P7-55L7506P38[sec]0,4e2cda49-0b08-4088-8adb-3f0a20dec6ea,da747e43-0d0e-43b1-9dc1-2bd490f9efcb,55L7506P7,55L7506P38,0.748475,1.58974,1.20191e-05,4.07,33.0,662a7610-8117-4ecb-bb85-42e389b392ec
18a3893f-df11-4f06-97dc-e7a91a08736d,33kV Line 55L7615P46-55L7615P61[sec]0,5e4e2f5c-2056-4e43-a503-374cf09048a8,58555c47-2172-4319-80e5-0bbb8e189e3c,55L7615P46,55L7615P61,0.235228,0.610725,5.72649e-06,1.736,33.0,30097bb1-b4bf-4a08-a372-bf94f60392c8
94f8543d-f7b2-497e-b2a8-9dc339466a9f,33kV Line 55L7615P61-CWMF3_#2L5[sec]0,58555c47-2172-4319-80e5-0bbb8e189e3c,743fc6db-0aca-4935-9f64-ae2552ba7152,55L7615P61,CWMF3_#2L5,0.125986,0.264175,7.25972e-05,1.114,33.0,fb196c62-14b4-465d-acf2-22ef36b0b1b0
4981ed23-0512-44cb-871a-1177b890ad8d,33kV Line 55L7620P35-ABTI3_1L3[sec]0,094e941a-90b6-408c-8493-47155a5ffac1,5db8e52b-8574-4569-86dc-b138cb0b8a94,55L7620P35,ABTI3_1L3,0.633552,1.23925,1.77982e-05,3.478,33.0,c3e45e4d-2c38-4cd3-b7b0-4a1d65814325
364a655e-e4d5-4973-bc8f-6bbbaaf172d0,33kV Line 55L7637P47-TRED3_2L5[sec]0,2cbdc2ae-2d11-4a70-ad9a-34727c2e7c58,e0b62084-cc86-4822-a55b-ee8d4df0b102,55L7637P47,TRED3_2L5,0.395145,0.999335,7.15896e-05,3.047,33.0,a7b25530-c05d-4e3f-a643-5a6e6b71bab2
593cce45-2519-41b2-967f-de87b7386510,33kV Line 55L7638P26A-BRMA3_MAIN1[sec]0,efc9c50d-3ff1-4022-ac07-abe4e21a33d8,bca57c46-1dce-4585-8fae-411155fd84fa,55L7638P26A,BRMA3_MAIN1,0.264734,0.46996,0.000150636,2.033,33.0,5b004778-910e-4538-bd61-f8dc38a891c4
f1dbde94-ef68-44ef-8cbe-03ae87b2c15c,33kV Line 55L7639P24A-BRMA3_MAIN2[sec]0,0c13e31e-7dc6-443f-abd1-75afb9a064cd,9c3a987f-adac-4a0c-b330-ef1c93491833,55L7639P24A,BRMA3_MAIN2,0.204156,0.347148,0.000141642,1.668,33.0,408e1a44-1738-4019-b03d-b1df724aee24
2100afe7-631d-49b4-ba0d-eb265e2e206b,33kV Line 56DP20NE-56DP20SW[sec]0,096c6400-be6e-41b9-bf8a-c21a3087630e,4a1b300c-2973-4715-b516-b959f99be7b4,56DP20NE,56DP20SW,0.00244801,0.0031144,2.28708e-08,0.008,33.0,af8a300e-c314-4941-8004-2d31d0523ace
d7d3e731-e6b2-479d-a449-4ce62f0c8e85,33kV Line 56DP20SW-LLAG3_#1L5[sec]0,4a1b300c-2973-4715-b516-b959f99be7b4,2675f465-668c-4849-983d-f6782ba22b51,56DP20SW,LLAG3_#1L5,0.535798,1.01044,0.000121545,3.4225,33.0,bf6e823c-e5e5-45dd-a979-979ac9e7257b
066a6e13-a46d-45c3-9f5c-26d355e99272,33kV Line 56DP22NE-56DP20NE[sec]0,91262d03-03b5-4667-85ea-fe84e1521823,096c6400-be6e-41b9-bf8a-c21a3087630e,56DP22NE,56DP20NE,0.16371,0.208276,1.52949e-06,0.535,33.0,080be0b0-e466-4317-940d-1499bc3054af
0169ad4c-d777-40c6-8b57-3f781ab9448a,33kV Line 56DP22NE-56DP22SW[sec]0,91262d03-03b5-4667-85ea-fe84e1521823,b2dc4e62-a3f3-4de5-b66d-936116cb7f51,56DP22NE,56DP22SW,0.00244801,0.0031144,2.28708e-08,0.008,33.0,95c0907d-b57d-4671-8ffe-6d7ed2c65d45
1247afc0-6fd9-4e8d-abd9-7cd634a2ee87,33kV Line 56DP22SW-56DP20SW[sec]0,b2dc4e62-a3f3-4de5-b66d-936116cb7f51,4a1b300c-2973-4715-b516-b959f99be7b4,56DP22SW,56DP20SW,0.16371,0.208276,1.52949e-06,0.535,33.0,384bbb2a-0529-4a57-9df9-31645537071e
28073165-4ca0-4519-9bf1-712ced72232a,33kV Line 56L6078P8-LLCY3_MAIN2[sec]0,efe599f5-b09c-4dcf-b94e-151b2a03e2f7,94044fde-cb8e-4045-b5e3-b8d4a84cd76b,56L6078P8,LLCY3_MAIN2,0.565976,1.44229,6.41385e-05,4.327,33.0,1bd27185-1a96-4375-b779-7431b236f9b5
a1259981-c97b-4392-bc38-9efb678c3bb6,33kV Line 56L6119P36-NOTT3_#1L5[sec]0,87d5d4da-bbe4-4b23-a2dc-6c75f0459844,eb8565bc-bdfb-4245-bac2-9e0cfaad094e,56L6119P36,NOTT3_#1L5,0.263451,0.484812,3.86593e-05,1.623,33.0,8cd636d4-69c2-4c32-9786-b8cd494e65e6
9f747d83-1208-4c14-927d-8db1202c9476,33kV Line 56L6203P21-56DP22NE[sec]0,eb01dd65-c903-43dc-8b43-a01426a80415,91262d03-03b5-4667-85ea-fe84e1521823,56L6203P21,56DP22NE,0.497484,0.63753,4.76709e-06,1.649,33.0,6d2dc0e3-6087-4ea9-afc1-98b24f3119ed
7cca8163-2732-4cc5-9f48-825db686d874,33kV Line 56L6203P21-56DP22SW[sec]0,eb01dd65-c903-43dc-8b43-a01426a80415,b2dc4e62-a3f3-4de5-b66d-936116cb7f51,56L6203P21,56DP22SW,0.497484,0.63753,4.76709e-06,1.649,33.0,c765be41-456d-4331-804b-a14f59c5679f
46b328ac-80ba-46e2-bdc1-df4fdd150a5c,33kV Line 56L7076P58-56L7076P11[sec]0,042dbd0e-d140-41ed-9da1-720d42824e91,57cdd22b-db63-4417-887f-7df9368c795b,56L7076P58,56L7076P11,1.16715,1.59576,1.32773e-05,4.269,33.0,51c0496f-a56e-45a0-8b44-439bb8cecc83
11f5ac7d-1136-4cbe-9593-91e8e65713fc,33kV Line 56L7077P1-56L7752P42[sec]0,1e61ad5e-3c07-4a88-99b3-ae395caeaca7,8b443c67-88df-480f-b1c0-e42f0d1105e6,56L7077P1,56L7752P42,0.0062882,0.0085974,7.1534e-08,0.023,33.0,eb260362-50ce-4368-acab-502e4e3c2305
28261157-895a-4c71-aed4-fb39b389dea7,33kV Line 56L7752P13-56L7752P30[sec]0,186236ae-0108-4521-858e-d9a2181ca717,d9aa989e-bada-4f9c-999f-26e8be2253e6,56L7752P13,56L7752P30,0.492939,0.993371,8.88908e-06,2.774,33.0,77038bef-2a95-4f26-8677-8bc672f61d54
a8642798-0da0-4ab6-a0c5-3b1ffaca9721,33kV Line 56L7752P30-56L7752P42[sec]0,d9aa989e-bada-4f9c-999f-26e8be2253e6,8b443c67-88df-480f-b1c0-e42f0d1105e6,56L7752P30,56L7752P42,0.289473,0.583346,5.22001e-06,1.629,33.0,94f633ba-f78c-4e43-a7b5-083ceab69931
cb592531-652f-46c8-a0f2-60ee6aa642fe,33kV Line 56L8007P22A-56DP22SW[sec]0,0e64d617-6499-41c7-aacc-b82a2279e943,b2dc4e62-a3f3-4de5-b66d-936116cb7f51,56L8007P22A,56DP22SW,0.0037317,0.0075201,6.72929e-08,0.021,33.0,c252e832-24e5-4598-b00d-9dccaa0c8eac
f52356d7-3a6e-4012-b157-c5a7163a7f7c,66kV Line 56L8093P62A-OGMV6_MAIN1[sec]0,e50f60bf-329a-4d85-a15a-f3b47ac7a609,2a4ed270-118a-4c6b-a270-5637635b44b3,56L8093P62A,OGMV6_MAIN1,0.0104335,0.030107,2.27389e-07,0.077,66.0,cf3149b8-f19e-4b2b-90d7-03ed77c5e0ba
34c45116-d402-4547-aa0f-f5d1990a1b9f,33kV Line 58L1323P59M-WGWB3_1L3[sec]0,15c3f24b-8f78-4430-947e-0f21986b7ee6,d4cd8995-4d4a-4fc4-a983-cab2e81e4fcd,58L1323P59M,WGWB3_1L3,1.89715,2.09539,2.52111e-05,7.079,33.0,86d680bc-94fc-4078-a372-441f70c199fc
c2369606-97ab-49f8-93d7-18bfd21c54a1,33kV Line 58L278P45-PEND3_2L3[sec]0,715bb8fa-ae51-4bf7-9d70-5cd2ad9e0926,2d263e62-1abb-44ab-a879-2e5a014c3dcb,58L278P45,PEND3_2L3,0.449403,0.83103,8.81905e-06,2.529,33.0,3ab65c60-ba95-4602-83c8-03308e1f78bc
94aa5171-dafa-4cbe-879b-7e1c96f76492,33kV Line 58L5293P134-CARM3_3L9[sec]0,2abdf952-db89-42b5-a9b3-cddb04f7367d,c0c8126b-af68-41d0-8812-4fcff4077d5f,58L5293P134,CARM3_3L9,0.589295,0.849637,7.45566e-06,2.335,33.0,cc89523c-e108-402b-a33c-3e0a43d6c176
e0492bcd-8154-486a-ae21-44c3288f65af,33kV Line 58L5293P158A-SPRI3[sec]0,59ac3bc8-b3ee-4a70-ae2b-14415dac636b,c7de034d-8a84-4f76-af88-9bf3928555d4,58L5293P158A,SPRI3,0.0167037,0.0308884,3.27794e-07,0.094,33.0,2522fbec-31f7-4b5f-bc69-bb7176023869
